,ID,NAME,ADDRESS,CITY,ZIPCODE,STATE,NYC_dist,LA_dist,Chicago_dist,Houston_dist,phoenix_dist,dallas_dist,sanjose_dist,austin_dist,columbus_dist,mean
597,599,Vawpz Ujra,2408 Carson Rd # E3,Birmingham,35215,Alabama,1372.5516969897756,2902.7522919050325,936.220324226898,918.2769061701207,2345.084494505097,944.4002472667,3205.819553391217,1106.3594701153295,788.643187109807,1460.8396082989111
598,600,R Zvya  Dh,1605 Center Point Pkwy # B,Birmingham,35215,Alabama,1372.5516969897756,2902.7522919050325,936.220324226898,918.2769061701207,2345.084494505097,944.4002472667,3205.819553391217,1106.3594701153295,788.643187109807,1460.8396082989111
599,601,Eygn Kvhur,524 Red Lane Rd Ste C,Birmingham,35215,Alabama,1372.5516969897756,2902.7522919050325,936.220324226898,918.2769061701207,2345.084494505097,944.4002472667,3205.819553391217,1106.3594701153295,788.643187109807,1460.8396082989111
600,602,Hr Ya Kix ,1214 Forestdale Sq,Birmingham,35214,Alabama,1392.1811260582795,2887.958743788132,944.8312973235884,898.6332391759296,2329.615306125765,927.3238140314079,3192.9962865906714,1087.3024316790043,805.2534542276462,1452.6571747713494
601,603,Ixkeste   ,2204 Lakeshore Dr Ste 213,Birmingham,35209,Alabama,1392.8093913445855,2896.8727909412373,955.5301142356648,901.0414781134123,2338.0671669149,934.4507532048824,3203.0211822896667,1091.563353714104,811.2001706248402,1459.083001115412
602,604,Ugailvy Mb,2204 Lakeshore Dr Ste 119,Birmingham,35209,Alabama,1392.8093913445855,2896.8727909412373,955.5301142356648,901.0414781134123,2338.0671669149,934.4507532048824,3203.0211822896667,1091.563353714104,811.2001706248402,1459.083001115412
603,605,X Vjfgmnnr,1900 Crestwood Blvd Ste 108,Birmingham,35210,Alabama,1376.9415388648154,2908.378613092011,948.1472749841284,916.767094841666,2350.1318849544564,947.820903064386,3212.888110851074,1106.7104940515528,797.610573518697,1465.383883261997
604,606,Pj Yigocnw,3928 Montclair Rd Ste 130,Birmingham,35213,Alabama,1385.206846355402,2902.054966877841,951.6058274395656,908.4657772691687,2343.5315836104396,940.5797262523663,3207.3815515816304,1098.6463996165896,804.4890565805098,1461.8616543586786
605,607,  Phgetrym,27238 Main St,Ardmore,35739,Alabama,1294.7572178882015,2869.793407681801,787.844391578543,980.8345782115707,2320.8894108879626,949.02689037905,3152.561340188816,1146.2834909580251,663.389579952973,1430.0692322043046
606,608,Xfdc G   R,329 Cullman Rd,Arab,35016,Alabama,1310.5971193481435,2910.6612420240504,863.9142341572159,970.372268934814,2357.3876755011584,969.5493023968288,3202.739004321078,1148.7579781301547,711.9288343562306,1459.4789488690592
607,609,Dkuthmyn Y,125 N Marion St,Athens,35611,Alabama,1315.9972705357966,2859.879872589182,805.9692919069831,959.6735906494977,2309.6097188903304,933.2758813752034,3145.817417742688,1127.0627725250051,686.6352636303909,1425.3248677010313
608,610,U Ustz Dqf,1785 US Highway 72 E,Athens,35611,Alabama,1315.9972705357966,2859.879872589182,805.9692919069831,959.6735906494977,2309.6097188903304,933.2758813752034,3145.817417742688,1127.0627725250051,686.6352636303909,1425.3248677010313
609,611,  Cuygwogo,885 US Highway 72 W,Athens,35611,Alabama,1315.9972705357966,2859.879872589182,805.9692919069831,959.6735906494977,2309.6097188903304,933.2758813752034,3145.817417742688,1127.0627725250051,686.6352636303909,1425.3248677010313
610,612,Nfbxa Td C,1802 Hand Ave,Bay Minette,36507,Alabama,1654.4662238635838,2871.5902069426024,1239.3366122753114,733.3226422363028,2301.1310628088754,887.3159349786084,3218.160897861376,959.3506910520214,1112.36625656357,1480.2860338576295
611,613,Cg Tjls Ye,721 E Glenn Ave,Auburn,36830,Alabama,1368.5499922665879,3039.0317761036736,1075.231431250024,983.9142854645056,2476.469947522436,1063.7710126922882,3354.1470933030755,1192.3274617982186,864.4262663694396,1561.035474944851
612,614,Dohycbcezv,1444 Opelika Rd,Auburn,36830,Alabama,1368.5499922665879,3039.0317761036736,1075.231431250024,983.9142854645056,2476.469947522436,1063.7710126922882,3354.1470933030755,1192.3274617982186,864.4262663694396,1561.035474944851
613,615,E Rs Wsknb,555 Opelika Rd Ste 3,Auburn,36830,Alabama,1368.5499922665879,3039.0317761036736,1075.231431250024,983.9142854645056,2476.469947522436,1063.7710126922882,3354.1470933030755,1192.3274617982186,864.4262663694396,1561.035474944851
614,616,W  Dgumwha,6515 US Highway 431,Albertville,35950,Alabama,1293.4669387367815,2937.280382041712,873.9691603373235,990.4582815720537,2383.830121359633,994.819305949236,3229.398698311125,1171.3240371871093,706.3269254882034,1476.378545805155
615,617, Razfu Oqd,112 Shiraz St,Alabaster,35007,Alabama,1411.1418027677735,2903.5092569646617,985.7374252837599,890.1137151222563,2343.2072254559976,935.8587025116768,3213.6650781910466,1085.0261165805969,838.2021996398872,1466.1466355277646
616,618,Mgv Ukzndc,108 Seams Way,Alabaster,35007,Alabama,1411.1418027677735,2903.5092569646617,985.7374252837599,890.1137151222563,2343.2072254559976,935.8587025116768,3213.6650781910466,1085.0261165805969,838.2021996398872,1466.1466355277646
617,619,Rqhmbkfnn ,1027 S Quintard Ave,Anniston,36201,Alabama,1310.3451503071885,2981.8065836115034,947.8787871846966,991.7689511817641,2424.7763359815867,1024.6809721096745,3282.1770793606843,1183.7902525788875,757.4756086046261,1510.4838411792691
618,620,   Qyoparj,408 River Falls St,Andalusia,36420,Alabama,1535.5125973277618,2976.7561146640364,1198.416402482076,860.200235376184,2408.430621790976,991.3795746605896,3312.6432980288178,1082.232935459495,1025.2528082443312,1539.4791100785005
619,621,B Nokxsez ,208 W Grand Ave,Rainbow City,35906,Alabama,1308.5183371899946,2953.756453071097,913.2849533282636,983.1582802227543,2398.215232739973,1002.6520243957036,3250.729737552853,1169.8959182681965,737.0339966098597,1489.8585106876335
620,622, Ly Tka Di,40 Park Rd # A,Pleasant Grove,35127,Alabama,1403.3296284236985,2881.046815647805,951.489245512774,887.9392436794989,2322.2536240705035,918.8698777599201,3187.372383930307,1077.242545214365,815.5806391227434,1449.0882638819908
621,623,Cbv Ntcokb,2265 Cobbs Ford Rd,Prattville,36066,Alabama,1438.6224763661355,2952.4226674457814,1068.5061785511934,895.1696038623234,2388.8236324543523,974.80325548475,3271.7485739367803,1102.0681030242533,899.1377532266326,1505.8533075540074
622,624,Bgdvhc Yrm,2265 Cobbs Ford Road,Prattville,36066,Alabama,1438.6224763661355,2952.4226674457814,1068.5061785511934,895.1696038623234,2388.8236324543523,974.80325548475,3271.7485739367803,1102.0681030242533,899.1377532266326,1505.8533075540074
623,625,Ecqrf Nuhs,18345 Pennsylvania St,Robertsdale,36567,Alabama,1670.123483668761,2892.1908173885,1273.134937057705,741.978575901367,2321.030161615319,909.5008247181578,3242.2812338503595,971.5110391336257,1139.0149328932878,1498.9602802842578
624,626,Zbve Jmbqp,340 Main St E,Rainsville,35986,Alabama,1251.8960316911184,2966.493666906526,855.6628495324513,1031.4764025927914,2414.7650067515665,1030.442171979701,3254.165440462957,1210.8661111709184,670.1486538823402,1492.6689225865837
625,627,Ta Lo  Sno,321 W Clay St,Sylacauga,35150,Alabama,1375.8236997858655,2951.8036276339644,994.0882534685367,934.379507376584,2391.765477512496,984.5828795920663,3260.6105205154972,1131.767928829808,821.786611730976,1496.7538674066589
626,628,Wlosgolsmi,800 Alabama Ave,Selma,36701,Alabama,1484.0360010648046,2899.2251399787683,1069.5501891807235,839.9925323584765,2334.919975820449,920.046571759832,3221.4279096904747,1045.9797160426797,925.6980045521871,1472.9822265981766
627,629,J Mxeqsvin,1820 W Highland Ave,Selma,36701,Alabama,1484.0360010648046,2899.2251399787683,1069.5501891807235,839.9925323584765,2334.919975820449,920.046571759832,3221.4279096904747,1045.9797160426797,925.6980045521871,1472.9822265981766
628,630,Igxedgtwtv,23394 John T Reid Pkwy,Scottsboro,35768,Alabama,1257.201279497214,2935.67727757302,822.8412411474291,1021.1369586009453,2385.5007480606578,1007.053792567021,3220.263523297832,1194.9444502074714,655.7737485677122,1471.465748891343
629,631,Mzxvdbarex,835 Mountain Heights Rdg,Scottsboro,35769,Alabama,1259.500459034706,2945.455353016496,838.8162579085385,1020.7171248145274,2394.406632487887,1012.8111143952552,3231.8697262077503,1197.0974525012018,665.7925123002477,1478.5517970702117
630,632,Zyjpoage S,320 Mountain Heights Cir,Scottsboro,35769,Alabama,1259.500459034706,2945.455353016496,838.8162579085385,1020.7171248145274,2394.406632487887,1012.8111143952552,3231.8697262077503,1197.0974525012018,665.7925123002477,1478.5517970702117
631,633,C Tb H Fqi,211 Saraland Blvd S # A,Saraland,36571,Alabama,1679.0051810804034,2842.1373675203536,1242.5704822918156,701.742069030546,2271.402961766675,858.4706702209368,3190.4062101055656,927.888640064484,1127.7421870034716,1462.4845097782056
632,634,Jfw Bmtg H,5550 McFarland Blvd Ste 850,Northport,35476,Alabama,1466.2351941179863,2829.6319422474608,976.9544061527868,823.6709435726468,2268.940700097493,861.3935307656227,3141.8432505120763,1014.1027636391907,867.4762438352788,1420.4459756469505
633,635, Nhvatjicc,101 E Hollywood Ave,Muscle Shoals,35661,Alabama,1369.1301644789307,2800.748547902338,806.9482998776116,906.8126977876564,2249.7733953859733,873.0478209095766,3089.1862856800067,1069.8353228854296,723.7857700559897,1391.1264600538425
634,636, Mtzfgsoxi,1810 John R St # A,Muscle Shoals,35661,Alabama,1369.1301644789307,2800.748547902338,806.9482998776116,906.8126977876564,2249.7733953859733,873.0478209095766,3089.1862856800067,1069.8353228854296,723.7857700559897,1391.1264600538425
635,637,Ffwbv R Vs,4355 S Alabama Ave,Monroeville,36460,Alabama,1574.7791121646587,2892.56576677171,1168.1266454810361,785.1291018141211,2324.4072272180765,907.2655266561543,3228.6405148832296,1003.3122023138403,1030.0373498535434,1482.16492611019
636,638,Dthfsog Vu,2825 Moody Pkwy,Moody,35004,Alabama,1358.5899749481302,2925.41347902292,944.0180344403948,936.207269343742,2367.644793842237,966.3670977499063,3228.4410930969952,1126.189144405315,784.2222228617853,1475.3892371959216
637,639,Zmawvsojfy,1102 Highway Dr,Oxford,36203,Alabama,1315.2007255130914,2983.685880415785,955.8798328480797,989.120860107636,2426.2399891368327,1025.0331783405977,3285.109250396813,1182.2207654211038,764.8787068647061,1512.4631626146172
638,640, Cgfyv Ijp,303 2nd Ave E Ste B,Oneonta,35121,Alabama,1336.6577344441507,2918.8590897752492,908.4113916664801,950.9480913147586,2363.0199970516087,967.2178797931938,3217.050017081585,1135.8295388640722,751.7498654242812,1468.1206523301366
639,641,Uyopkw K M,311 Martin St N,Pell City,35125,Alabama,1350.153872371698,2936.79977662967,946.229565600562,946.3962180837883,2379.0857078798595,977.7970287417212,3239.5341532775897,1137.0422668026379,780.3042627871082,1482.5765533114375
640,642,U Nspbh Zk,1418 14th St,Phenix City,36867,Alabama,1343.3202059788027,3080.963997147456,1089.4182390585086,1022.8172245454386,2518.507827488625,1105.8169431721547,3395.286193105844,1232.797387296669,859.7174398683181,1589.4805835203347
641,643,Oiqddrxla ,1940 Highway 33,Pelham,35124,Alabama,1402.1220318453634,2903.917243436944,974.9504049514172,896.7068118591843,2344.177396905176,938.1527454852702,3212.50861381261,1090.161512007409,827.0668703892047,1465.293510983024
642,644,X  Iq Lfof,2715 Pelham Pkwy,Pelham,35124,Alabama,1402.1220318453634,2903.917243436944,974.9504049514172,896.7068118591843,2344.177396905176,938.1527454852702,3212.50861381261,1090.161512007409,827.0668703892047,1465.293510983024
643,645,    Llihpa,4029 US Highway 231,Wetumpka,36093,Alabama,1409.7305390076556,2980.8232731815287,1063.478039612225,927.5269945897348,2417.857241865257,1004.7272435572482,3297.846068291459,1134.1756236973524,880.0960826282069,1522.947840824779
644,646,Adzp Unbtg,406 4th Ave,York,36925,Alabama,1568.1047489446046,2783.787044088208,1060.5009657503422,732.2761758036528,2218.825047170744,803.3867225942661,3109.528842733988,932.6036841141259,971.2193638719671,1401.3475384585884
645,647,Kzj Bgosgd,500 15th St E # A,Tuscaloosa,35401,Alabama,1466.0579286263828,2833.1284065117907,980.435948719306,824.8903575349389,2272.2941409774194,864.3728921376285,3145.6964455913826,1016.0194506155048,869.0840517514553,1422.8801882043806
646,648,Hc Aqgib  ,1520 McFarland Blvd N Ste D,Tuscaloosa,35406,Alabama,1458.8830756349698,2834.081671641796,972.1625428932969,830.7111083509918,2273.678178067432,866.7794848029649,3145.4282334835243,1020.683388523146,860.521990509399,1422.6718442525057
647,649,Qoycuce Pd,6521 Highway 69 S,Tuscaloosa,35405,Alabama,1465.0197576071037,2838.254604239905,984.5196379381883,827.3235497733565,2277.2645806779833,868.931103906755,3151.196295961703,1019.3130712610828,870.4651183925047,1426.36310690572
648,650, Dsebo E I,1811 Skyland Blvd E,Tuscaloosa,35405,Alabama,1465.0197576071037,2838.254604239905,984.5196379381883,827.3235497733565,2277.2645806779833,868.931103906755,3151.196295961703,1019.3130712610828,870.4651183925047,1426.36310690572
649,651,Ng   Imsob,104 S Chalkville Rd # 105,Trussville,35173,Alabama,1365.8749173235678,2912.8591493715658,939.1019677858984,926.5666178637623,2355.175965886512,954.3035747816432,3215.830879351875,1115.4349280422425,786.0514344714778,1467.2582797283308
650,652,J Tbwuaakp,1264 Peterson Ave,Thorsby,35171,Alabama,1425.7407407962592,2916.491856300473,1017.2046870429567,885.5208294633342,2354.794427683626,944.3161903702652,3230.4759071710787,1085.0637550559277,863.6566955321173,1477.5027054021975
651,653,Dejz Sbbpa,1305 S Brundidge St,Troy,36081,Alabama,1461.1488789624566,3011.825369827561,1149.767598187633,918.9103453451677,2445.6680170495442,1028.7861751361306,3339.064296364184,1135.72772197904,957.7427035588843,1554.1658030497938
652,654,Dtqwuax Mg,7321 Theodore Dawes Rd,Theodore,36582,Alabama,1707.6741828006493,2842.603006636149,1274.7614454075385,689.963945212875,2271.105699403742,861.2299583449484,3195.088361195633,919.5172006788232,1160.5235282945716,1468.3103494638092
653,655,Fkekla Oyt,410 East St N,Talladega,35160,Alabama,1345.519437885995,2960.9206826357613,967.3439676660292,958.8746993904416,2402.4423351726364,998.8886491710823,3265.359291779895,1152.9760532567695,789.152651531286,1499.5509256226553
654,656,Evpsqj N C,721 South Alabama Avenue,Monroeville,36460,Alabama,1574.7791121646587,2892.56576677171,1168.1266454810361,785.1291018141211,2324.4072272180765,907.2655266561543,3228.6405148832296,1003.3122023138403,1030.0373498535434,1482.16492611019
655,657,S Ji K  I ,128 South Alabama Avenue,Monroeville,36460,Alabama,1574.7791121646587,2892.56576677171,1168.1266454810361,785.1291018141211,2324.4072272180765,907.2655266561543,3228.6405148832296,1003.3122023138403,1030.0373498535434,1482.16492611019
656,658,Dwadqrikm ,5151 Cahaba Valley Road,Birmingham,35242,Alabama,1391.325745514656,2907.9715776248167,965.8435015246831,906.0098844329837,2348.765698130119,944.0047695725436,3215.0523589504114,1098.3628119289988,815.7199242973329,1466.8589473846541
657,659,Xvpziklt  ,5750 Highway 78 East,Birmingham,35210,Alabama,1376.9415388648154,2908.378613092011,948.1472749841284,916.767094841666,2350.1318849544564,947.820903064386,3212.888110851074,1106.7104940515528,797.610573518697,1465.383883261997
658,660,Migo Toq C,1020 3rd Avenue West,Birmingham,35204,Alabama,1391.2059947929606,2893.217236561564,949.4376662925713,901.042998222823,2334.692170471265,931.850863470892,3198.665799257151,1090.5738111166431,807.0396650983679,1456.2800233879198
659,661,Coxuw N Md,344 14th Court North,Birmingham,35204,Alabama,1391.2059947929606,2893.217236561564,949.4376662925713,901.042998222823,2334.692170471265,931.850863470892,3198.665799257151,1090.5738111166431,807.0396650983679,1456.2800233879198
660,662,Aqaqyo Nkd,2600 Corporate Drive,Birmingham,35242,Alabama,1391.325745514656,2907.9715776248167,965.8435015246831,906.0098844329837,2348.765698130119,944.0047695725436,3215.0523589504114,1098.3628119289988,815.7199242973329,1466.8589473846541
661,663,Hbm Tdqzu ,600 Corporate Parkway,Birmingham,35242,Alabama,1391.325745514656,2907.9715776248167,965.8435015246831,906.0098844329837,2348.765698130119,944.0047695725436,3215.0523589504114,1098.3628119289988,815.7199242973329,1466.8589473846541
662,664,Njbszdgpkd,1700 6th Avenue,Birmingham,35201,Alabama,1388.5108603976278,2896.3333158034243,949.4575917605944,904.092355417819,2337.8488073879835,935.0728699885997,3201.632642926071,1093.751833483646,805.3921185082339,1458.1757261418193
663,665,Hfb Woardn,722 Creekside Court,Birmingham,35201,Alabama,1388.5108603976278,2896.3333158034243,949.4575917605944,904.092355417819,2337.8488073879835,935.0728699885997,3201.632642926071,1093.751833483646,805.3921185082339,1458.1757261418193
664,666,Rpoa Mbhdx,8315 1st Avenue North # G,Birmingham,35206,Alabama,1379.2663678914098,2902.9832189722692,945.0764062192547,913.2397670694769,2344.8289854877994,942.834853871642,3207.320575715073,1102.5553311846131,797.4196571369824,1461.80653285079
665,667, Sl Xoujlm,1012 Douglas Avenue,Brewton,36426,Alabama,1588.7970993991823,2925.6248859225648,1212.2309159743859,800.4647627696864,2356.3572026198503,940.1515657011713,3266.043802317684,1023.8723212984644,1061.6745272800383,1509.6022204315386
666,668,Ctq Nmsxxl,107 North Main Street,Columbiana,35051,Alabama,1399.6852952687327,2920.155167889907,989.3451503781798,904.7607915658507,2359.8941640182184,952.4872062947237,3229.9837385991164,1100.691700874716,833.2722861513371,1476.7322450857835
667,669,Q Oklgmyxc,401 Cedar Street,Greenville,36037,Alabama,1503.3947281693008,2950.979388186827,1140.402061013933,858.5204232490181,2384.408725354335,967.3404513644341,3280.358165549728,1074.0598051480522,975.2479113484484,1514.5907701349747
668,670,Ateziarkns,199 Shell Road,Fairhope,36532,Alabama,1691.276440849365,2871.307876593853,1279.4925216132594,717.9547433972522,2299.870152342788,889.5948666176523,3223.175581171473,948.0742995457176,1153.965981665462,1487.0484469941618
669,671,Uy Rw Shey,6389 Three Notch Road,Fairhope,36532,Alabama,1691.276440849365,2871.307876593853,1279.4925216132594,717.9547433972522,2299.870152342788,889.5948666176523,3223.175581171473,948.0742995457176,1153.965981665462,1487.0484469941618
670,672,Qpe W Fo  ,313 A W Laurel Avenue Fo,Fairhope,36532,Alabama,1691.276440849365,2871.307876593853,1279.4925216132594,717.9547433972522,2299.870152342788,889.5948666176523,3223.175581171473,948.0742995457176,1153.965981665462,1487.0484469941618
671,673,Tqke Zjvvh,1104 Gault Avenue South Suite F,Fort Payne,35967,Alabama,1246.4709060409084,2979.480424200796,864.9938932883227,1039.0645992266948,2427.4201431554447,1041.7443196469503,3267.7373093189062,1220.0873902504109,671.9678013174292,1501.388431156106
672,674,Ybfcnejuht,199 Shell Road Place,Mobile,36607,Alabama,1690.3290183527454,2845.2235111487685,1257.6656289793095,699.038122899095,2274.135525571845,862.4611023332835,3195.3547482561494,926.8370893443312,1141.9431700152882,1466.9620998386745
673,675,Grxilnutki,1012 Douglas Ave,Brewton,36426,Alabama,1588.7970993991823,2925.6248859225648,1212.2309159743859,800.4647627696864,2356.3572026198503,940.1515657011713,3266.043802317684,1023.8723212984644,1061.6745272800383,1509.6022204315386
674,676,Ahyjq  Dvp,6521 Highway 69 South,Tuscaloosa,35405,Alabama,1465.0197576071037,2838.254604239905,984.5196379381883,827.3235497733565,2277.2645806779833,868.931103906755,3151.196295961703,1019.3130712610828,870.4651183925047,1426.36310690572
675,677,Epguqmidkb,1141 Montlimar Drive,Mobile,36609,Alabama,1697.2166754752432,2840.8851515982,1261.8314466326026,692.9982636133258,2269.673237412112,858.5151031174361,3191.7460266584053,921.2061771509376,1147.9576466189508,1464.979228089108
676,678,Tcd Wahqys,116 E Mobile St,Florence,35630,Alabama,1366.5888556797056,2797.424471605532,798.5963768599422,909.7053247373167,2246.980720429698,872.3178920342516,3084.7271021525657,1071.1866675634144,718.3336512745367,1388.8080229619175
677,679,J Mp Onrn ,116 East Mobile Street,Florence,35630,Alabama,1366.5888556797056,2797.424471605532,798.5963768599422,909.7053247373167,2246.980720429698,872.3178920342516,3084.7271021525657,1071.1866675634144,718.3336512745367,1388.8080229619175
678,680,Tobkjf  N ,600 Bel Air Blvd,Mobile,36606,Alabama,1692.137828126492,2846.1335793889248,1260.3995829206985,698.9354507195136,2274.9858439319833,863.5462187203453,3196.586217088083,927.028260074302,1144.3793378764815,1467.9993878578146
679,681, Ricxlhftz,2131 Data Office Dr,Birmingham,35244,Alabama,1401.9142947508506,2897.469808497417,967.7024262601443,894.5099482113695,2338.024132103862,932.7866353096911,3205.3395908601274,1086.735418959341,823.1283239474734,1460.6329204610474
680,682,Riwl Pysbu,2204 Lakeshore Dr Ste 200,Birmingham,35209,Alabama,1392.8093913445855,2896.8727909412373,955.5301142356648,901.0414781134123,2338.0671669149,934.4507532048824,3203.0211822896667,1091.563353714104,811.2001706248402,1459.083001115412
681,683,Tuoockh Zp,200 Clinton Ave W Ste 700,Huntsville,35801,Alabama,1290.4401165064294,2897.51639073615,819.0286844533325,986.3535966016748,2346.925517493605,968.2506161298488,3183.6009169788317,1157.8284482401434,675.7730220283595,1448.364132517994
682,684,Ldxchhwmo ,2205 N McKenzie St,Foley,36535,Alabama,1686.3062071250106,2892.600695045526,1290.922266825953,736.1542139609503,2321.040609115292,911.2607697069787,3244.9976405166426,967.358518059974,1157.3729513788671,1502.411962734465
683,685,Dntk Erawx,1141 Montlimar Dr Ste 3000,Mobile,36609,Alabama,1697.2166754752432,2840.8851515982,1261.8314466326026,692.9982636133258,2269.673237412112,858.5151031174361,3191.7460266584053,921.2061771509376,1147.9576466189508,1464.979228089108
684,686,Djnam Rk U,917 Western America Cir Ste 300,Mobile,36609,Alabama,1697.2166754752432,2840.8851515982,1261.8314466326026,692.9982636133258,2269.673237412112,858.5151031174361,3191.7460266584053,921.2061771509376,1147.9576466189508,1464.979228089108
685,687,Ntgqijlk O,309 W Grand Ave,Rainbow City,35906,Alabama,1308.5183371899946,2953.756453071097,913.2849533282636,983.1582802227543,2398.215232739973,1002.6520243957036,3250.729737552853,1169.8959182681965,737.0339966098597,1489.8585106876335
686,688,Edbacsrxju,2132 6th Ave SE Ste 105,Decatur,35601,Alabama,1330.7920000843758,2861.314746311024,829.4702582725969,945.5185291827263,2309.514120046037,927.8499925960626,3150.690297813581,1116.3728163191774,707.9417344305771,1427.6302772190868
687,689,Qzht Gvoam,438 Carr Ave Ste 11,Birmingham,35209,Alabama,1392.8093913445855,2896.8727909412373,955.5301142356648,901.0414781134123,2338.0671669149,934.4507532048824,3203.0211822896667,1091.563353714104,811.2001706248402,1459.083001115412
688,690,M Fbl  Tju,5167 Atlanta Hwy,Montgomery,36109,Alabama,1433.239245751358,2971.7699318775244,1081.2559215839335,908.9619089242641,2407.875883914654,993.3666720999518,3291.8095078828624,1117.6746785850087,903.2690248273268,1519.553725521725
689,811,Uj Qtuzqgi,22975 Al Hwy 24,Mount Hope,35651,Alabama,1374.5670611811092,2818.6269422749842,838.3179121312797,901.195629558529,2265.7722625642955,881.8134395674498,3111.0825876865492,1070.355853275828,741.6865255891556,1403.2056836275633
690,691,Utwpsurgxc,3013 Bob Wallave Avenue Southwest,Huntsville,35801,Alabama,1290.4401165064294,2897.51639073615,819.0286844533325,986.3535966016748,2346.925517493605,968.2506161298488,3183.6009169788317,1157.8284482401434,675.7730220283595,1448.364132517994
691,692,Jg Akw Yo ,2132 6th Avenue Southeast,Decatur,35601,Alabama,1330.7920000843758,2861.314746311024,829.4702582725969,945.5185291827263,2309.514120046037,927.8499925960626,3150.690297813581,1116.3728163191774,707.9417344305771,1427.6302772190868
692,693,Juehlzyarx,200 South Main Street,Enterprise,36330,Alabama,1490.1281382553948,3035.2463347556263,1201.3899986212327,921.8363330890942,2467.5154102786128,1050.2640821983216,3368.1541708745044,1143.9861395125185,1003.1625914133988,1576.839451193701
693,694,Le Bhyugva,501 W State St Ste 8,Muscle Shoals,35661,Alabama,1369.1301644789307,2800.748547902338,806.9482998776116,906.8126977876564,2249.7733953859733,873.0478209095766,3089.1862856800067,1069.8353228854296,723.7857700559897,1391.1264600538425
694,695,Hfoqgpsajm,256 Honeysuckle Road,Dothan,36305,Alabama,1477.537727901689,3071.668010792061,1220.1433858495939,953.91889488658,2503.776622169365,1086.5636025417043,3404.858278663157,1177.6108023005588,1007.9391357584643,1602.9420814401649
695,696,A Izydyscj,704 18th St N,Bessemer,35020,Alabama,1406.7825917465952,2885.2310095619077,960.5131505878596,886.683251630831,2326.0076774068452,921.4669420044887,3192.657849253945,1077.4279913518244,822.3615584224042,1452.483270024456
696,697,Tz Inhme T,2926 Central Ave Ste B,Birmingham,35209,Alabama,1392.8093913445855,2896.8727909412373,955.5301142356648,901.0414781134123,2338.0671669149,934.4507532048824,3203.0211822896667,1091.563353714104,811.2001706248402,1459.083001115412
697,698,Ca  K Dspt,216 Lorna Sq,Birmingham,35216,Alabama,1394.5437188248582,2899.7364409404026,960.8793599474756,900.7305102493203,2340.682610916729,936.3985284431337,3206.5140719099622,1092.1012615607444,815.060855624128,1461.344848843544
698,699,Feuxqo Tqf,500 Wynn Drive Northwest,Huntsville,35816,Alabama,1293.9951515910589,2892.1240415597968,816.9630623043553,982.5521805615384,2341.5851228791853,963.2562238713556,3178.1727153335346,1153.4466273396788,677.1135729094457,1445.0237274176545
699,700,Wezxmta In,500 Wynn Dr NW Ste 302,Huntsville,35816,Alabama,1293.9951515910589,2892.1240415597968,816.9630623043553,982.5521805615384,2341.5851228791853,963.2562238713556,3178.1727153335346,1153.4466273396788,677.1135729094457,1445.0237274176545
700,701,Zbe Vdd Sq,23690 US Highway 98,Fairhope,36532,Alabama,1691.276440849365,2871.307876593853,1279.4925216132594,717.9547433972522,2299.870152342788,889.5948666176523,3223.175581171473,948.0742995457176,1153.965981665462,1487.0484469941618
701,702, B   Nghjp,1604 Mockingbird Ct Ste F,Florence,35630,Alabama,1366.5888556797056,2797.424471605532,798.5963768599422,909.7053247373167,2246.980720429698,872.3178920342516,3084.7271021525657,1071.1866675634144,718.3336512745367,1388.8080229619175
702,703,Stnm Viahi,5925 Carmichael Road,Montgomery,36117,Alabama,1429.9354725653475,2977.516495574888,1083.105908684204,914.0940494388933,2413.623007219048,999.0982242035006,3297.488759071068,1123.089056650266,902.4829521069638,1523.3887169943146
703,704,Rdldc Cmbl,578 Azalea Rd Ste 100,Mobile,36609,Alabama,1697.2166754752432,2840.8851515982,1261.8314466326026,692.9982636133258,2269.673237412112,858.5151031174361,3191.7460266584053,921.2061771509376,1147.9576466189508,1464.979228089108
704,705,Pkwquvxsub,3263 Demetropolis Rd Ste 8D,Mobile,36693,Alabama,1699.3373321509976,2842.033285663786,1265.0972253952984,692.9496572527197,2270.751861903876,859.8861926636365,3193.2753332479515,921.506802529563,1150.8422806809067,1466.2602932597486
705,706,N Haq  S I,3263 Demetropolis Road,Mobile,36693,Alabama,1699.3373321509976,2842.033285663786,1265.0972253952984,692.9496572527197,2270.751861903876,859.8861926636365,3193.2753332479515,921.506802529563,1150.8422806809067,1466.2602932597486
706,707,Wnzhod Tlr,3363 Pelham Pkwy # C,Pelham,35124,Alabama,1402.1220318453634,2903.917243436944,974.9504049514172,896.7068118591843,2344.177396905176,938.1527454852702,3212.50861381261,1090.161512007409,827.0668703892047,1465.293510983024
707,708,L Wpg Jqwa,311 Shelton Beach Rd # C,Saraland,36571,Alabama,1679.0051810804034,2842.1373675203536,1242.5704822918156,701.742069030546,2271.402961766675,858.4706702209368,3190.4062101055656,927.888640064484,1127.7421870034716,1462.4845097782056
708,709,Pcvsjgooeq,578 Azalea Rd Suite 100,Mobile,36609,Alabama,1697.2166754752432,2840.8851515982,1261.8314466326026,692.9982636133258,2269.673237412112,858.5151031174361,3191.7460266584053,921.2061771509376,1147.9576466189508,1464.979228089108
